# id        Nep   period     totamp   A1      A2      A3      phi1     phi2     phi3     phi21     phi31    meanmag   cost     costN          aper   phcov   phcov2   snr         Npt   order   minmax   Imean_ogle   Vmean_ogle   VmI
  smc5486   181   0.29137    0.399    0.171   0.055   0.022   0.02     2.808    -0.324   9.0507    5.8976   19.081    0.3587   0.001981768    1      0.972   0.972    67.5        181   4       0.741    19.052       19.314       0.2329998   
  smc5492   479   0.307615   0.304    0.14    0.024   0.015   -0.014   -2.705   -1.128   9.8899    5.1979   19.876    1.6326   0.0034083505   1      0.986   0.989    57.2        479   3       0.845    19.84        20.185       0.30900002  
  smc5502   480   0.354846   0.288    0.143   0.02    0.012   -0.027   -2.984   0.318    9.6362    6.6815   19.105    0.6218   0.0012954167   1      0.979   0.983    108.6       480   3       0.559    19.088       19.531       0.4260006   
  smc5514   477   0.352734   0.297    0.151   0.031   0.012   -0.023   -2.843   -0.015   9.7693    6.3373   19.387    0.8094   0.0016968554   1      0.984   0.988    93.4        477   4       0.647    19.374       19.853       0.4660015   
  smc5516   203   0.380631   0.322    0.146   0.03    0.012   -0.046   2.726    0.022    9.1007    6.443    19.198    0.341    0.0016798029   1      0.976   0.978    68.7        203   3       0.63     19.179       19.599       0.40100098  
  smc5517   404   0.37156    0.27     0.133   0.021   0.008   0.002    -2.568   0.223    9.9946    6.5013   18.772    0.3577   8.8539603E-4   1      0.98    0.987    120.7       404   4       0.468    18.76        19.252       0.48000145  
  smc5525   248   0.311763   0.301    0.147   0.037   0.015   0.039    -3.034   1.12     9.4541    7.2853   19.424    0.4674   0.0018846774   1      0.973   0.974    63.3        248   4       0.596    19.407       19.901       0.47699928  
  smc5551   437   0.318197   0.323    0.15    0.042   0.01    0.002    -3.142   -0.508   9.4217    5.7705   19.374    0.7598   0.0017386728   1      0.989   0.987    94.3        437   4       0.625    19.358       19.842       0.4679985   
  smc5559   446   0.355386   0.283    0.134   0.019   0.014   0.017    -2.802   0.06     9.7306    6.2924   19.116    0.5659   0.0012688341   1      0.989   0.988    104.0       446   5       0.531    19.106       19.621       0.50500107  
  smc5565   448   0.341311   0.337    0.174   0.028   0.016   -0.036   2.97     -0.594   9.3257    5.7982   19.176    0.6679   0.0014908483   1      0.982   0.989    109.9       448   3       0.71     19.16        19.536       0.3599987   
  smc5572   204   0.26013    0.191    0.097   0.008   0.007   -0.01    3.137    -0.373   9.439     5.9392   17.494    0.0572   2.8039215E-4   1      0.963   0.976    116.5       204   3       0.266    17.487       17.79        0.29600143  
  smc5576   467   0.428282   0.298    0.141   0.006   0.009   0.025    2.638    2.058    8.872     8.2668   18.867    0.4565   9.77516E-4     1      0.984   0.979    134.8       467   4       0.512    18.854       19.301       0.43400002  
  smc5578   459   0.423503   0.258    0.121   0.007   0.006   -0.041   -1.846   -2.647   10.8026   10.0428  19.038    0.8683   0.0018917212   1      0.988   0.988    74.9        459   3       0.464    19.024       19.495       0.45700073  
  smc5583   394   0.371428   0.264    0.13    0.009   0.009   0.027    2.589    1.469    8.8184    7.672    19.298    0.5542   0.001406599    1      0.986   0.988    85.2        394   3       0.504    19.283       19.785       0.4869995   
  smc5592   446   0.357964   0.318    0.158   0.028   0.01    -0.003   -2.96    0.4      9.6128    6.6931   19.079    0.6939   0.0015558295   1      0.983   0.982    101.4       446   3       0.687    19.064       19.524       0.4449997   
  smc5602   200   0.337775   0.381    0.169   0.032   0.019   -0.019   -2.866   0.236    9.7386    6.5771   19.12     0.5249   0.0026245      1      0.976   0.973    57.4        200   4       0.857    19.096       19.587       0.46699905  
  smc5604   438   0.478046   0.251    0.121   0.019   0.01    -0.016   -2.257   0.77     10.3417   7.1017   18.517    0.2701   6.166667E-4    1      0.986   0.985    144.6       438   5       0.394    18.51        19.016       0.49900055  
  smc5605   469   0.274101   0.313    0.156   0.027   0.023   0.023    2.941    0.049    9.1775    6.2624   19.492    0.9142   0.0019492537   1      0.986   0.985    87.0        469   5       0.802    19.48        19.906       0.41399956  
  smc5609   441   0.334366   0.357    0.175   0.039   0.018   -0.016   -2.94    0.242    9.6584    6.5742   19.248    0.7182   0.0016285715   1      0.985   0.988    113.0       441   3       0.646    19.226       19.643       0.39500046  
  smc5621   162   0.357373   0.298    0.134   0.011   0.008   -0.016   2.852    1.273    9.1673    7.605    18.869    0.2095   0.0012932098   1      0.952   0.968    67.9        162   3       0.528    18.85        19.46        0.5909996   
  smc5622   171   0.364575   0.306    0.143   0.033   0.014   0.001    -2.134   1.772    10.4296   8.0513   19.248    0.3196   0.0018690057   1      0.95    0.954    54.8        171   3       0.613    19.228       19.679       0.43100166  
  smc5631   161   0.371613   0.322    0.117   0.049   0.026   0.037    -3.021   0.361    9.4726    6.5342   19.052    0.3505   0.0021770187   1      0.972   0.968    52.1        161   5       0.537    19.028       19.534       0.48200035  
  smc5638   442   0.3494     0.362    0.172   0.048   0.014   -0.021   3.095    -0.721   9.4208    5.6267   18.993    0.4302   9.733032E-4    1      0.985   0.986    156.1       442   4       0.659    18.979       19.444       0.4510002   
  smc5648   437   0.350313   0.25     0.125   0.013   0.007   -0.003   -2.768   1.292    9.8054    7.5854   15.984    0.0436   9.977117E-5    1      0.986   0.98     358.7       437   4       0.389    15.981       16.466       0.4819994   
  smc5654   184   0.296939   0.177    0.087   0.007   0.002   -0.003   3.083    0.134    9.3726    6.4267   14.817    0.0185   1.0054348E-4   1      0.973   0.978    172.4       184   3       0.236    14.815       15.102       0.28499985  
  smc5663   463   0.297842   0.359    0.171   0.043   0.012   -0.022   2.991    -0.333   9.3182    6.0166   19.191    0.715    0.0015442764   1      0.978   0.983    119.5       463   3       0.643    19.178       19.514       0.32299995  
  smc5679   202   0.340322   0.375    0.176   0.034   0.004   0.028    -2.59    0.634    9.9216    6.8342   19.149    0.3417   0.0016915841   1      0.979   0.974    78.7        202   3       0.666    19.123       19.472       0.32299995  
  smc5682   436   0.316104   0.249    0.125   0.013   0.01    0.001    3.129    0.911    9.4113    7.1925   14.317    0.0164   3.7614678E-5   1      0.982   0.988    601.5       436   5       0.289    14.314       14.766       0.4489994   
  smc5722   452   0.364144   0.267    0.129   0.013   0.012   0.04     2.878    0.453    9.0809    6.616    19.218    0.7048   0.0015592921   1      0.985   0.987    86.8        452   4       0.705    19.201       19.646       0.4279995   
  smc5730   370   0.323082   0.345    0.165   0.036   0.015   -0.007   2.984    -0.419   9.2807    5.8843   16.425    0.061    1.6486486E-4   1      0.982   0.985    377.1       370   5       0.437    16.416       16.859       0.43400002  
  smc5739   443   0.307728   0.35     0.164   0.049   0.011   0.011    -3.057   -0.272   9.4875    5.979    19.165    0.5939   0.0013406321   1      0.984   0.984    122.0       443   5       0.666    19.156       19.551       0.38599968  
  smc5745   363   0.405959   0.231    0.118   0.008   0.006   0.01     -1.192   -0.797   5.0707    5.4559   16.972    0.3585   9.876033E-4    1      0.985   0.984    88.4        363   3       0.354    16.965       17.4         0.4279995   
  smc5747   201   0.291007   0.328    0.141   0.05    0.011   0.011    2.704    -0.823   8.964     5.4265   13.977    0.0341   1.6965174E-4   1      0.968   0.967    257.8       201   5       0.394    13.972       14.259       0.2819996   
  smc5760   157   0.371302   0.274    0.129   0.014   0.008   -0.001   -2.547   0.772    10.022    7.0583   18.873    0.1843   0.0011738854   1      0.957   0.975    66.3        157   3       0.475    18.859       19.402       0.52900124  
  smc5763   151   0.286848   0.253    0.129   0.016   0.006   -0.002   -3.015   0.356    9.555     6.6447   14.74     0.0228   1.5099338E-4   1      0.96    0.96     182.9       151   5       0.32     14.737       15.086       0.34600067  
  smc5766   201   0.28467    0.299    0.125   0.024   0.004   -0.009   2.932    2.553    9.2337    8.8634   19.334    0.4812   0.0023940299   1      0.976   0.975    49.9        201   3       0.692    19.306       19.622       0.2880001   
  smc5773   451   0.356486   0.275    0.134   0.029   0.008   -0.021   -2.683   0.358    9.9264    6.7058   19.123    0.6245   0.0013847006   1      0.985   0.987    98.4        451   3       0.526    19.106       19.591       0.4680004   
  smc5822   468   0.374078   0.325    0.153   0.023   0.012   0.031    -2.938   1.173    9.5656    7.3617   19.177    0.6139   0.0013117521   1      0.984   0.988    118.7       468   3       0.576    19.162       19.634       0.45700073  
  smc5828   463   0.340993   0.259    0.134   0.009   0.008   -0.012   -2.133   0.315    10.4576   6.6345   19.182    0.8103   0.001750108    1      0.988   0.987    80.2        463   3       0.544    19.164       19.569       0.38700104  
  smc5874   431   0.28341    0.252    0.116   0.027   0.005   0.013    -3.092   2.641    9.4484    8.8847   19.141    0.6092   0.0014134571   1      0.986   0.988    83.8        431   3       0.534    19.131       19.476       0.33499908  
  smc5878   471   0.384765   0.281    0.138   0.023   0.01    0.008    -2.764   0.366    9.7874    6.6268   19.085    0.5579   0.0011845011   1      0.986   0.984    111.8       471   3       0.514    19.077       19.586       0.50100136  
  smc5883   466   0.366743   0.271    0.136   0.013   0.01    0.032    -2.967   -0.004   9.5349    6.1834   19.303    0.7725   0.0016577253   1      0.988   0.986    83.5        466   3       0.655    19.287       19.795       0.49200058  
  smc5886   185   0.351403   0.3      0.143   0.028   0.018   0.019    -2.949   0.177    9.5797    6.4033   16.815    0.1435   7.756757E-4    1      0.968   0.977    99.9        185   4       0.462    16.805       17.234       0.41899872  
  smc5890   373   0.318133   0.363    0.16    0.054   0.026   -0.042   2.996    -0.902   9.364     5.508    19.168    0.5894   0.0015801608   1      0.985   0.986    105.1       373   3       0.693    19.151       19.58        0.41200066  
  smc5902   453   0.35116    0.348    0.174   0.034   0.023   0.015    -3.106   -0.368   9.4304    5.871    19.145    0.6361   0.0014041943   1      0.989   0.989    120.8       453   4       0.659    19.128       19.571       0.4259987   
  smc5910   293   0.370485   0.318    0.16    0.021   0.013   -0.01    3.024    -0.079   9.3267    6.234    19.152    0.5362   0.0018300341   1      0.98    0.977    73.2        293   3       0.738    19.143       19.643       0.49099922  
  smc5912   165   0.416605   0.271    0.137   0.021   0.015   0.014    -2.676   0.435    9.8632    6.677    14.809    0.0559   3.3878788E-4   1      0.976   0.973    132.3       165   3       0.348    14.804       15.267       0.45800018  
  smc5919   446   0.360285   0.27     0.138   0.016   0.01    -0.033   -2.856   -0.012   9.7761    6.3694   18.984    0.5723   0.0012831839   1      0.985   0.988    100.8       446   3       0.513    18.973       19.481       0.49700165  
  smc5926   161   0.356867   0.275    0.133   0.016   0.021   0.007    -2.269   0.293    10.2824   6.5534   18.952    0.2883   0.0017906833   1      0.972   0.975    49.4        161   3       0.535    18.938       19.418       0.4659996   
  smc5930   382   0.330244   0.36     0.169   0.032   0.029   0.023    -3.086   -0.799   9.434     5.415    19.383    0.8544   0.0022366492   1      0.985   0.987    83.6        382   4       0.696    19.366       19.761       0.37800026  
  smc5936   351   0.345356   0.331    0.164   0.028   0.015   -0.029   -3.126   -0.658   9.4993    5.713    18.945    0.4122   0.001174359    1      0.98    0.986    113.7       351   3       0.515    18.933       19.413       0.4680004   
  smc5945   148   0.314165   0.26     0.122   0.013   0.013   -0.007   2.907    1.468    9.2053    7.7733   14.728    0.0334   2.2567567E-4   1      0.955   0.964    152.6       148   3       0.354    14.723       15.082       0.3540001   
  smc5947   209   0.348907   0.295    0.146   0.03    0.009   0.021    -2.934   -0.004   9.5907    6.217    17.36     0.0484   2.3157895E-4   1      0.974   0.965    196.6       209   5       0.383    17.352       17.712       0.35199928  
  smc5950   371   0.400472   0.258    0.129   0.024   0.022   0.005    -2.88    -0.062   9.6774    6.2076   18.767    0.3272   8.819407E-4    1      0.982   0.983    107.6       371   5       0.498    18.758       19.276       0.5089989   
  smc5961   369   0.377017   0.275    0.145   0.019   0.014   0.014    -2.826   -0.094   9.7127    6.1473   18.689    0.2791   7.5636856E-4   1      0.979   0.977    128.8       369   3       0.438    18.678       19.214       0.5250015   
  smc5968   377   0.356425   0.269    0.14    0.015   0.011   0.0      -2.873   0.865    9.6922    7.147    16.416    0.0373   9.8938996E-5   1      0.977   0.987    381.9       377   5       0.326    16.411       16.858       0.44199944  
  smc5982   380   0.359614   0.284    0.147   0.014   0.016   0.013    3.103    0.538    9.3607    6.783    19.157    0.5234   0.0013773685   1      0.983   0.984    94.1        380   3       0.537    19.146       19.588       0.43099976  
  smc5986   366   0.360936   0.251    0.131   0.02    0.014   0.027    -2.516   0.192    9.9964    6.3946   18.891    0.4252   0.0011617485   1      0.982   0.986    90.0        366   3       0.462    18.883       19.389       0.4979992   
  smc5996   377   0.294253   0.324    0.142   0.043   0.009   0.024    2.889    0.109    9.1232    6.3191   19.044    0.4993   0.0013244032   1      0.979   0.988    104.9       377   3       0.552    19.035       19.437       0.39299965  
  smc6024   333   0.376381   0.29     0.148   0.026   0.016   0.042    2.878    0.451    9.0773    6.6077   19.409    0.724    0.0021741742   1      0.972   0.984    65.1        333   3       0.676    19.388       19.873       0.4639988   
  smc6025   372   0.360442   0.281    0.13    0.029   0.021   -0.007   2.763    -0.013   9.0588    6.2902   19.296    0.5873   0.0015787635   1      0.977   0.983    82.9        372   3       0.588    19.281       19.701       0.4050007   
  smc6035   150   0.334638   0.347    0.148   0.025   0.022   -0.043   2.771    -0.015   9.1399    6.397    18.893    0.3237   0.0021580001   1      0.97    0.959    55.4        150   3       0.57     18.872       19.45        0.5570011   
  smc6036   362   0.375176   0.328    0.164   0.033   0.017   0.002    -3.121   -0.189   9.4404    6.0866   16.672    0.0631   1.743094E-4    1      0.984   0.982    333.5       362   5       0.392    16.666       17.17        0.4979992   
  smc6038   383   0.33859    0.372    0.179   0.044   0.018   0.017    2.854    0.238    9.1043    6.4715   19.421    0.8276   0.0021608355   1      0.983   0.988    89.9        383   3       0.732    19.401       19.821       0.39999962  
  smc6039   377   0.430891   0.275    0.133   0.024   0.015   -0.014   -2.843   0.168    9.7505    6.4926   18.85     0.4432   0.0011755968   1      0.98    0.981    98.4        377   3       0.615    18.839       19.345       0.49499893  
  smc6048   360   0.34749    0.306    0.14    0.025   0.014   0.008    -2.912   1.098    9.6378    7.357    18.642    0.2988   8.3E-4         1      0.983   0.983    132.2       360   3       0.656    18.63        19.104       0.4619999   
  smc6054   368   0.340317   0.237    0.12    0.006   0.007   0.006    -3.001   1.064    9.5541    7.33     14.889    0.1591   4.3233694E-4   1      0.981   0.978    150.9       368   3       0.285    14.885       15.314       0.4250002   
  smc6060   376   0.362555   0.281    0.138   0.02    0.016   -0.003   -2.437   1.255    10.1353   7.5476   19.168    0.7345   0.0019534575   1      0.982   0.977    72.0        376   3       0.644    19.151       19.605       0.43700027  
  smc6062   377   0.374039   0.308    0.129   0.036   0.011   0.004    -2.737   0.447    9.8212    6.7174   18.958    0.5138   0.0013628647   1      0.985   0.984    100.6       377   3       0.595    18.945       19.455       0.49699974  
  smc6063   377   0.361776   0.27     0.127   0.018   0.007   0.01     -2.726   1.024    9.8192    7.2764   19.007    0.4694   0.0012450928   1      0.979   0.982    91.3        377   3       0.75     18.995       19.479       0.47200012  
  smc6079   378   0.334739   0.193    0.08    0.018   0.006   0.03     -2.746   1.849    9.7605    8.0423   19.486    0.7914   0.0020936509   1      0.979   0.983    45.9        378   3       0.58     19.473       19.898       0.41200066  
  smc6082   201   0.300638   0.322    0.156   0.031   0.024   -0.004   -3.005   0.564    9.5693    6.8589   19.108    0.5366   0.0026696518   1      0.972   0.965    47.5        201   3       0.768    19.071       19.472       0.36400032  
  smc6085   375   0.287503   0.217    0.099   0.012   0.004   0.056    2.435    2.621    8.6051    8.7355   19.09     0.7556   0.0020149332   1      0.982   0.986    54.9        375   3       0.505    19.077       19.486       0.3959999   
  smc6089   378   0.362643   0.299    0.142   0.025   0.017   0.014    -2.702   0.727    9.836     6.9675   19.101    0.5015   0.0013267196   1      0.985   0.984    99.4        378   3       0.556    19.087       19.552       0.4510002   
  smc6094   376   0.384789   0.253    0.1     0.01    0.014   -0.096   -3.023   1.356    9.7347    7.9271   18.902    0.6434   0.0017111703   1      0.984   0.98     68.3        376   4       0.474    18.888       19.333       0.43099976  
  smc6102   213   0.295748   0.166    0.054   0.033   0.004   -0.005   3.082    0.505    9.3744    6.8023   17.531    0.1346   6.319249E-4    1      0.974   0.97     68.5        213   3       0.285    17.518       18.582       1.0510006   
  smc6113   381   0.305908   0.212    0.072   0.008   0.004   0.0      -2.443   -1.317   10.1231   4.9656   19.436    0.6845   0.0017965878   1      0.983   0.986    56.3        381   4       0.532    19.427       19.731       0.29500008  
  smc6117   297   0.299832   0.273    0.117   0.027   0.009   -0.079   3.09     3.089    9.5302    9.6075   19.168    0.838    0.0028215488   1      0.982   0.966    48.6        297   3       0.571    19.158       19.581       0.4130001   
  smc6127   265   0.313208   0.276    0.137   0.025   0.008   -0.114   -2.143   -0.165   10.6512   6.4604   19.402    0.6491   0.002449434    1      0.977   0.979    50.2        265   4       0.589    19.376       19.715       0.31299973  
  smc6131   359   0.410136   0.194    0.089   0.013   0.012   0.072    -2.858   1.96     9.5651    8.028    16.445    0.493    0.001373259    1      0.982   0.984    58.7        359   3       0.3      16.438       16.902       0.45700073  
  smc6136   359   0.352118   0.281    0.139   0.022   0.014   -0.041   -2.768   -0.085   9.8804    6.3214   18.764    0.3235   9.0111425E-4   1      0.983   0.986    116.7       359   3       0.455    18.749       19.212       0.44799995  
  smc6139   355   0.363401   0.295    0.14    0.019   0.015   0.01     -2.964   0.846    9.583     7.101    19.033    0.4336   0.0012214085   1      0.98    0.981    101.8       355   3       0.532    19.021       19.485       0.45199966  
  smc6144   370   0.363077   0.314    0.15    0.022   0.009   -0.02    -3.129   0.705    9.4778    7.0495   19.234    0.6122   0.0016545947   1      0.983   0.981    88.8        370   3       0.598    19.215       19.653       0.41900063  
  smc6164   209   0.34496    0.278    0.128   0.016   0.011   -0.01    -3.038   1.072    9.5478    7.3842   16.845    0.0785   3.755981E-4    1      0.975   0.966    148.0       209   4       0.36     16.837       17.286       0.44099998  
  smc6168   346   0.32392    0.345    0.159   0.038   0.016   0.029    2.641    -1.636   8.865     4.5589   19.351    0.8729   0.0025228325   1      0.979   0.982    71.9        346   3       0.702    19.331       19.865       0.51399994  
  smc6177   354   0.295793   0.295    0.138   0.031   0.014   0.035    -3.117   -0.185   9.3788    5.9923   19.229    0.5747   0.0016234464   1      0.986   0.978    84.0        354   4       0.579    19.21        19.551       0.3220005   
  smc6183   206   0.298121   0.313    0.157   0.031   0.015   0.002    -3.052   -0.148   9.51      6.1279   16.575    0.0752   3.6504853E-4   1      0.972   0.969    165.2       206   5       0.386    16.568       16.99        0.414999    
  smc6187   359   0.358991   0.325    0.145   0.019   0.003   -0.034   -2.877   -1.803   9.7568    4.5818   18.821    0.413    0.0011504178   1      0.983   0.984    115.3       359   3       0.527    18.807       19.305       0.48400116  
  smc6199   367   0.361271   0.299    0.137   0.014   0.004   0.064    -2.834   -2.05    9.6044    4.0416   18.976    0.5506   0.0015002724   1      0.98    0.981    89.5        367   3       0.552    18.965       19.432       0.45599937  
  smc6204   158   0.347968   0.343    0.147   0.044   0.027   -0.008   3.088    0.381    9.3874    6.6884   19.331    0.3405   0.0021550632   1      0.952   0.962    53.2        158   3       0.641    19.315       19.843       0.51200104  
  smc6207   174   0.342814   0.275    0.134   0.02    0.01    0.003    -3.038   0.057    9.522     6.3304   16.745    0.0566   3.2528737E-4   1      0.977   0.975    149.3       174   3       0.379    16.737       17.144       0.39899826  
  smc6210   304   0.287838   0.274    0.128   0.027   0.023   -0.049   2.837    -1.727   9.2179    4.7029   19.575    0.7014   0.002307237    1      0.978   0.981    53.2        304   3       0.932    19.554       19.96        0.38499832  
  smc6212   154   0.31067    0.251    0.128   0.013   0.011   0.003    -2.935   0.032    9.6259    6.3061   12.248    0.0292   1.896104E-4    1      0.967   0.971    164.8       154   4       0.321    12.244       12.678       0.4300003   
  smc6214   365   0.343988   0.301    0.152   0.027   0.012   0.002    -3.081   -0.209   9.4814    6.0685   16.973    0.0981   2.6876712E-4   1      0.987   0.982    246.0       365   4       0.399    16.966       17.385       0.41200066  
  smc6223   296   0.282844   0.316    0.158   0.026   0.015   -0.007   -3.061   -0.072   9.5201    6.234    17.183    0.0585   1.9763513E-4   1      0.979   0.976    282.0       296   5       0.386    17.177       17.548       0.36499977  
  smc6238   338   0.342282   0.325    0.161   0.029   0.018   -0.021   -2.924   -0.861   9.6838    5.4836   19.278    0.5812   0.0017195266   1      0.983   0.981    87.1        338   3       0.62     19.255       19.74        0.4619999   
  smc6244   145   0.319689   0.265    0.129   0.014   0.012   -0.002   -3.08    0.95     9.4903    7.2399   15.943    0.0249   1.7172414E-4   1      0.968   0.967    177.4       145   3       0.325    15.937       16.4         0.45699978  
  smc6248   359   0.362731   0.274    0.136   0.018   0.009   -0.0     -2.99    0.143    9.5762    6.4268   17.483    0.0975   2.7158772E-4   1      0.983   0.98     219.9       359   4       0.377    17.477       17.974       0.49100113  
  smc6266   154   0.31176    0.26     0.132   0.025   0.016   0.055    -2.777   0.025    9.6805    6.1442   19.163    0.4706   0.0030558442   1      0.964   0.968    32.2        154   3       0.624    19.139       19.66        0.49699974  
  smc6267   165   0.336069   0.274    0.126   0.018   0.007   0.041    -3.042   -0.899   9.4414    5.2605   16.763    0.1698   0.001029091    1      0.962   0.966    73.0        165   3       0.387    16.758       17.177       0.41399956  
  smc6272   80    0.274745   0.281    0.141   0.03    0.013   0.019    -2.627   -0.555   9.9024    5.6721   16.925    0.0484   6.05E-4        1      0.939   0.943    70.3        80    4       0.397    16.913       17.368       0.4430008   
  smc6273   172   0.374452   0.232    0.111   0.016   0.003   -0.039   -2.752   2.773    9.8919    9.1733   16.056    0.1145   6.656977E-4    1      0.972   0.944    80.2        172   4       0.312    16.05        16.367       0.31100082  
  smc6277   381   0.316791   0.356    0.165   0.038   0.013   -0.003   2.883    -0.3     9.1729    5.9936   18.966    0.4757   0.0012485564   1      0.987   0.982    125.7       381   3       0.603    18.954       19.366       0.39999962  
  smc6278   374   0.329652   0.189    0.088   0.012   0.007   0.02     3.121    0.527    9.3632    6.7496   16.003    0.1152   3.0802138E-4   1      0.983   0.983    142.8       374   3       0.326    16.007       16.575       0.5720005   
  smc6285   373   0.330116   0.343    0.159   0.034   0.007   -0.055   3.098    -0.653   9.4901    5.794    19.109    0.593    0.0015898123   1      0.982   0.987    102.2       373   3       0.593    19.093       19.548       0.43900108  
  smc6291   149   0.351641   0.264    0.126   0.015   0.008   0.004    -2.601   1.602    9.9566    7.8713   15.687    0.0283   1.8993289E-4   1      0.967   0.975    169.3       149   3       0.309    15.681       16.121       0.43400002  
  smc6299   359   0.321684   0.258    0.129   0.018   0.009   -0.008   2.973    0.189    9.2711    6.4948   16.556    0.0483   1.345404E-4    1      0.984   0.986    300.9       359   3       0.348    16.551       16.961       0.4050007   
  smc6300   377   0.277128   0.171    0.081   0.007   0.002   -0.018   2.808    -1.006   9.1275    5.3317   15.712    0.1011   2.6816977E-4   1      0.985   0.987    143.2       377   3       0.242    15.709       16.039       0.32699966  
  smc6302   188   0.365309   0.301    0.137   0.008   0.02    -0.031   3.063    0.301    9.4079    6.6779   19.084    0.2793   0.0014856383   1      0.966   0.969    66.3        188   4       0.53     19.061       19.547       0.46300125  
  smc6309   156   0.436624   0.272    0.136   0.014   0.008   -0.006   -2.177   -0.251   10.401    6.0491   17.369    0.0607   3.8910256E-4   1      0.963   0.976    122.4       156   3       0.366    17.36        17.879       0.5100002   
  smc6310   156   0.395876   0.442    0.2     0.067   0.022   -0.002   2.617    -1.167   8.9042    5.1229   17.24     0.0451   2.8910255E-4   1      0.967   0.962    232.2       156   5       0.505    17.226       17.773       0.53300095  
  smc6311   371   0.3807     0.274    0.132   0.013   0.006   0.009    -2.861   1.071    9.6876    7.328    16.091    0.0919   2.477089E-4    1      0.987   0.979    238.1       371   5       0.319    16.087       16.526       0.43499947  
  smc6313   171   0.291583   0.269    0.143   0.018   0.02    -0.001   -2.814   -0.298   9.7552    5.9893   16.82     0.0939   5.491228E-4    1      0.976   0.961    104.2       171   4       0.415    16.812       17.283       0.46300125  
  smc6318   168   0.339086   0.205    0.084   0.014   0.01    -0.039   -2.887   0.056    9.7568    6.4555   16.392    0.1525   9.077381E-4    1      0.959   0.97     58.1        168   5       0.315    16.389       16.897       0.50499916  
  smc6331   149   0.359906   0.295    0.131   0.018   0.019   -0.046   2.721    0.858    9.0966    7.2808   19.084    0.2247   0.0015080537   1      0.967   0.972    58.7        149   3       0.511    19.071       19.58        0.4960003   
  smc6332   392   0.327859   0.255    0.13    0.021   0.011   0.001    3.004    -0.141   9.2856    6.14     16.067    0.0866   2.2091836E-4   1      0.982   0.981    239.3       392   4       0.332    16.063       16.493       0.4260006   
  smc6343   152   0.339878   0.319    0.146   0.026   0.006   0.014    -2.815   -0.159   9.7228    6.0806   15.647    0.0807   5.309211E-4    1      0.973   0.937    126.2       152   3       0.388    15.645       16.057       0.4099989   
  smc6347   171   0.346022   0.34     0.156   0.033   0.018   -0.012   -3.097   -0.218   9.4945    6.1028   15.383    0.0861   5.035088E-4    1      0.973   0.97     139.2       171   4       0.431    15.375       15.792       0.40899944  
  smc6352   140   0.453816   0.246    0.107   0.0     0.006   0.021    0.698    1.216    6.9399    7.4368   18.764    0.1799   0.001285       1      0.969   0.961    52.1        140   3       0.396    18.762       19.403       0.63899994  
  smc6357   142   0.345034   0.269    0.13    0.013   0.008   -0.005   -2.822   1.217    9.7547    7.5158   15.712    0.0129   9.0845075E-5   1      0.952   0.955    244.1       142   3       0.3      15.708       16.216       0.5039997   
  smc6360   365   0.320303   0.317    0.154   0.021   0.01    0.001    -2.983   0.933    9.5825    7.2142   16.144    0.0732   2.0054795E-4   1      0.978   0.987    307.8       365   5       0.379    16.138       16.506       0.36200142  
  smc6364   168   0.350852   0.276    0.14    0.018   0.011   -0.005   -3.036   0.136    9.541     6.4353   17.466    0.0342   2.0357144E-4   1      0.96    0.97     182.8       168   3       0.343    17.459       17.898       0.4320011   
  smc6365   146   0.286294   0.325    0.149   0.034   0.009   0.002    -3.042   -0.212   9.5204    6.0646   17.087    0.0544   3.7260275E-4   1      0.968   0.94     149.7       146   4       0.399    17.077       17.54        0.45300102  
  smc6372   61    0.304964   0.207    0.097   0.01    0.004   0.004    3.084    1.52     9.3589    7.7916   12.789    0.0026   4.2622953E-5   1      0.933   0.935    195.3       61    3       0.223    12.787       13.223       0.43400002  
  smc6373   105   0.375767   0.287    0.131   0.012   0.004   -0.112   -2.482   -2.591   10.3076   4.0271   18.953    0.139    0.0013238095   1      0.938   0.942    50.5        105   3       0.469    18.94        19.401       0.44799995  
  smc6378   110   0.346718   0.211    0.109   0.009   0.008   -0.001   -2.873   0.61     9.6943    6.8951   16.716    0.0143   1.3E-4         1      0.937   0.948    139.2       110   3       0.289    16.713       17.135       0.41900063  
  smc6379   96    0.358165   0.275    0.139   0.015   0.01    -0.038   3.129    -1.002   9.4874    5.3948   19.1      0.1536   0.0016000001   1      0.959   0.961    41.1        96    3       0.455    19.087       19.589       0.48900032  
  smc6382   97    0.362845   0.346    0.152   0.031   0.03    0.036    3.023    0.547    9.234     6.722    18.958    0.1152   0.0011876288   1      0.942   0.936    66.2        97    3       0.447    18.946       19.407       0.4489994   
  smc6383   160   0.359633   0.335    0.157   0.026   0.006   -0.006   -2.587   1.946    9.9914    8.247    19.059    0.2534   0.00158375     1      0.957   0.96     67.1        160   3       0.579    19.047       19.537       0.47800064  
  smc6390   78    0.436921   0.332    0.168   0.028   0.024   0.005    -2.852   -0.521   9.7049    5.7484   19.098    0.1109   0.0014217949   1      0.939   0.905    50.2        78    4       0.501    19.082       19.649       0.5510006   
  smc6397   44    0.306605   0.331    0.154   0.042   0.01    -0.005   2.911    -0.848   9.2047    5.4513   16.294    0.0013   2.9545454E-5   1      0.915   0.922    316.3       44    5       0.339    16.289       16.667       0.3729992   
